{5a441a8d-81ee-4e76-b3ec-396c60589a85}	nCharLv=7	突破石道具	1		A9BD0E89-1105-4A52-982A-97E6EE4AD577	FALSE	2021-1-1		-1	
{e07a5c76-b4f6-49cd-b7ae-8266679d14e5}	nCharLv=6	固定药水	1		{1dd08f32-081b-4bdb-95ea-166b1a37ac26}	FALSE	2021-1-1		-1	
{24b5419b-d4e0-49d6-9049-b70d545cfbd4}	nCharLv=3	基因蛋	1		{ac7d593c-ce82-4642-97a3-14025da633e4}	FALSE	2021-1-1		-1	
{23ad76ec-4033-48af-a295-c4514aefa367}	nCharLv=3,nCharbtid=4001	塔防道具-羊	1		{6584e7dd-73c2-41a5-b642-dba4fe0af01e}	FALSE	2021-1-1		-1	
{d4cab69d-1609-4c7a-93ee-848ca9ed777f}	nCharLv=3,nCharbtid=4002	塔防道具-狼	1		{58513953-0a1d-4cc3-87d9-1683e0846238}	FALSE	2021-1-1		-1	
{b1f2ed08-851d-4116-8bd7-e93e0d57befc}	nCharLv=3,nCharbtid=4003	塔防道具-长颈鹿	1		{cfd72581-3d42-4738-bc90-35654a3b69f0}	FALSE	2021-1-1		-1	
{120d347d-e5f5-448f-bd85-c1f36bd88d4b}	nCharLv=3,nCharbtid=4004	塔防道具-老虎	1		{1c2eb803-7eab-4a4c-b5c6-c1a93814d423}	FALSE	2021-1-1		-1	
{01faffcd-4760-4a84-8da0-f25f3d5fc968}	nCharLv=3,nCharbtid=4005	塔防道具-柯基	1		{8eb3e134-e72c-4b8b-aad1-3a8f534e1829}	FALSE	2021-1-1		-1	
{03233db7-e534-452e-92f7-872e75f11809}	nCharLv=3,nCharbtid=4006	塔防道具-火龙	1		{0241c9a5-4683-4dd3-bad9-3c7964380cef}	FALSE	2021-1-1		-1	
{3ab031d7-710d-4556-a2fc-c732b24b0e4a}	nCharLv=3,nCharbtid=4007	塔防道具-牛	1		{549c4f29-14b7-45fc-8ef8-4d5a0bfd41b4}	FALSE	2021-1-1		-1	
{771b19e5-a8aa-45f2-8e1b-f4df40edfb75}	nCharLv=3,nCharbtid=4008	塔防道具-马	1		{ea4ca4a3-90b4-4632-8f95-2afc45ba13f9}	FALSE	2021-1-1		-1	
{479058a8-d55f-4764-8dbb-77a8cb460505}	nCharLv=3,nCharbtid=4009	塔防道具-山羊	1		{e3ae9c7b-f2d6-413e-a32a-720bc394d957}	FALSE	2021-1-1		-1	
{64140139-0504-407e-9ba6-45f90afad732}	nCharLv=3,nCharbtid=4010	塔防道具-羊驼	1		{527c494f-8d46-4bcc-9c11-ab6fa7592d73}	FALSE	2021-1-1		-1	
{741174d9-067b-4c20-a171-db154351a214}	nCharLv=3,nCharbtid=4011	塔防道具-狮子	1		{dbb0c20b-54b3-423a-91dc-50488b37e83a}	FALSE	2021-1-1		-1	
{2faa8fbc-8938-4e9a-b468-20a5aef7d7ef}	nCharLv=3,nCharbtid=4012	塔防道具-猫	1		{278ecf10-6b58-4a57-b6e3-497a0af9f29c}	FALSE	2021-1-1		-1	
{54ee81a5-f087-45af-92bb-64092f77bad5}	nCharLv=3,nCharbtid=4013	塔防道具-猪	1		{d4850e65-1dbc-46af-88d1-ff90224194cc}	FALSE	2021-1-1		-1	
{b87a6c60-edd5-468c-9a70-38c3b2b290ce}	nCharLv=3,nCharbtid=4014	塔防道具-鸡	1		{dcffb9a7-088d-4237-b943-72d7336c5ee8}	FALSE	2021-1-1		-1	
{aa53a672-3b92-4058-b473-00a45f72f262}	nCharLv=3,nCharbtid=4015	塔防道具-独角兽	1		{5c18af81-bd4d-439a-9dfd-6587aad3b6c2}	FALSE	2021-1-1		-1	
{dbef8f1c-3aee-42ac-9287-95b5500f5792}	nCharLv=3,nCharbtid=4016	塔防道具-狮鹫	1		{3255700e-53f8-4f5d-9301-4dc830068c61}	FALSE	2021-1-1		-1	
{9d5ce0af-0501-4f06-8ebb-36345dba3e1e}	nCharLv=3,nCharbtid=4017	塔防道具-天马	1		{0d8bcf99-1177-40c0-9a69-a40b6c6155e4}	FALSE	2021-1-1		-1	
{5b4ac12d-99fb-4ab7-b03f-93d7d8c3eca2}		小袋玉米	1		{6a7b4449-d83d-4fff-99a0-d06d22d298ca}	FALSE	2021-1-1		-1	
{490ca7a5-d5d9-47c2-b5d5-d433402eaff2}		中袋玉米	1		{8e05ed2d-4a0c-4b58-8c77-dab7260f7957}	FALSE	2021-1-1		-1	
{f95e730d-4def-4342-a273-d12643f31264}		大袋玉米	1		{32cee2a7-81af-4e17-b680-0c2553c1d020}	FALSE	2021-1-1		-1	
{10040529-2009-44d7-86ee-865a3e0133a8}		小袋木材	1		{1b908f6c-17d9-4971-b60a-0acd105332cc}	FALSE	2021-1-1		-1	
{ab6216f5-9a9f-415c-8fd9-6482adbe6b96}		中袋木材	1		{624ea72e-5eee-4b1f-a11a-29abff17e37d}	FALSE	2021-1-1		-1	
{7a11c047-937d-4b7a-9f6b-c97ca42d6607}		大袋木材	1		{0a85f12a-d89d-4058-84a4-a0e7998b9748}	FALSE	2021-1-1		-1	
{aba8e3ac-bd7d-4d2a-ad46-3a9a7bf20df5}	nCharLv=4	防护罩（1天）	1		{5b191535-9a8e-4f4d-acc9-a01f3960cbce}	FALSE	2021-1-1		-1	
{30abeeb6-11eb-451f-9d62-6a5f068ce674}	nCharLv=4	防护罩（3天）	1		{2dc6f083-a1b6-419a-9573-42f228aa94e1}	FALSE	2021-1-1		-1	
